Pages	Language	LanguageGroup	German	English	Indonesian	Forms	OldFormOrig	OldFormChange
604	Singkel	Sumātra	Kokospalme	Coconut palm	Kelapa sawit	Neoh	Neoh	
604	Banjak-Inseln	Inselgruppen weftlich von Sumātra	Kokospalme	Coconut palm	Kelapa sawit	Wohnu	Wohnu	
604	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	Kokospalme	Coconut palm	Kelapa sawit	toitet	toitet	
604	Nias	Inselgruppen weftlich von Sumātra	Kokospalme	Coconut palm	Kelapa sawit	töla-nohi	töla-nohi	
604	Gorontalo	Selēbes	Kokospalme	Coconut palm	Kelapa sawit	bongo	bongo	
604	Togean-Inseln	Selēbes	Kokospalme	Coconut palm	Kelapa sawit	bojugu	bojugu	
604	Wammer	Aru-Inseln	Kokospalme	Coconut palm	Kelapa sawit	nur	nur	
604	Wonumbai	Aru-Inseln	Kokospalme	Coconut palm	Kelapa sawit	nur	nur	
604	Trangan	Aru-Inseln	Kokospalme	Coconut palm	Kelapa sawit	nur	nur	
604	Koor	Südofter-Inseln	Kokospalme	Coconut palm	Kelapa sawit	nuar	nuar	
604	Tijoor	Südofter-Inseln	Kokospalme	Coconut palm	Kelapa sawit	nijoor	nijoor	
604	Watubella	Südofter-Inseln	Kokospalme	Coconut palm	Kelapa sawit	da	da	
604	Goram	Südofter-Inseln	Kokospalme	Coconut palm	Kelapa sawit	niur	niur	
604	Karufa	Neuguinea	Kokospalme	Coconut palm	Kelapa sawit	niju	niju	
604	Nufoor	Neuguinea	Kokospalme	Coconut palm	Kelapa sawit	sraknam	sraknam	
604	Andai	Neuguinea	Kokospalme	Coconut palm	Kelapa sawit	sravï	sravï	
604	Hattam	Neuguinea	Kokospalme	Coconut palm	Kelapa sawit	duja	duja	
604	Humboldtbai	Neuguinea	Kokospalme	Coconut palm	Kelapa sawit	niehm	niehm	
604	Malaienländer	Sumātra	Rottan	rottan	busuk	Rottan	Rottan	
604	Singkel	Sumātra	Rottan	rottan	busuk	Rotang	Rotang	
604	Banjak-Inseln	Inselgruppen weftlich von Sumātra	Rottan	rottan	busuk	rotan	rotan	
604	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	Rottan	rottan	busuk	sahsa	sahsa	
604	Nias	Inselgruppen weftlich von Sumātra	Rottan	rottan	busuk	ohé	ohé	
604	Gorontalo	Selēbes	Rottan	rottan	busuk	huttia	huttia	
604	Karufa	Neuguinea	Rottan	rottan	busuk	kuhwa	kuhwa	
604	Nufoor	Neuguinea	Rottan	rottan	busuk	brak	brak	
604	Malaienländer	Sumātra	hässlich	ugly	jelek	djellok	djellok	
604	Singkel	Sumātra	hässlich	ugly	jelek	madjik	madjik	
604	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	hässlich	ugly	jelek	tamehru	tamehru	
604	Nias	Inselgruppen weftlich von Sumātra	hässlich	ugly	jelek	lo-sochi	lo-sochi	
604	Gorontalo	Selēbes	hässlich	ugly	jelek	dilamopiohu	dilamopiohu	
604	Togean-Inseln	Selēbes	hässlich	ugly	jelek	mafussi	mafussi	
604	Wammer	Aru-Inseln	hässlich	ugly	jelek	käta	käta	
604	Wonumbai	Aru-Inseln	hässlich	ugly	jelek	djaugalir	djaugalir	
604	Trangan	Aru-Inseln	hässlich	ugly	jelek	käta	käta	
604	Goram	Südofter-Inseln	hässlich	ugly	jelek	gratta	gratta	
604	Karufa	Neuguinea	hässlich	ugly	jelek	namasauah	namasauah	
604	Nufoor	Neuguinea	hässlich	ugly	jelek	buba	buba	
604	Andai	Neuguinea	hässlich	ugly	jelek	booi	booi	
604	Hattam	Neuguinea	hässlich	ugly	jelek	medingeja	medingeja	
604	Malaienländer	Sumātra	schön	beautiful	cantik	bagus	bagus	
604	Singkel	Sumātra	schön	beautiful	cantik	monde	monde	
604	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	schön	beautiful	cantik	wehru	wehru	
604	Nias	Inselgruppen weftlich von Sumātra	schön	beautiful	cantik	sochi	sochi	
604	Gorontalo	Selēbes	schön	beautiful	cantik	mopiohu	mopiohu	
604	Togean-Inseln	Selēbes	schön	beautiful	cantik	matau	matau	
604	Wammer	Aru-Inseln	schön	beautiful	cantik	äferie	äferie	
604	Wonumbai	Aru-Inseln	schön	beautiful	cantik	äferie	äferie	
604	Trangan	Aru-Inseln	schön	beautiful	cantik	äferie	äferie	
604	Watubella	Südofter-Inseln	schön	beautiful	cantik	fia	fia	
604	Goram	Südofter-Inseln	schön	beautiful	cantik	baban	baban	
604	Karufa	Neuguinea	schön	beautiful	cantik	inengewie	inengewie	
604	Nufoor	Neuguinea	schön	beautiful	cantik	bië	bië	
604	Andai	Neuguinea	schön	beautiful	cantik	speer	speer	
604	Hattam	Neuguinea	schön	beautiful	cantik	bainja	bainja	
605	Malaienländer	Sumātra	dunkel	dark	gelap	glap	glap	
605	Singkel	Sumātra	dunkel	dark	gelap	glap	glap	
605	Banjak-Inseln	Inselgruppen weftlich von Sumātra	dunkel	dark	gelap	melawa	melawa	
605	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	dunkel	dark	gelap	mogebgeb	mogebgeb	
605	Nias	Inselgruppen weftlich von Sumātra	dunkel	dark	gelap	agòmigohmi	agòmigohmi	
605	Gorontalo	Selēbes	dunkel	dark	gelap	modiolomo	modiolomo	
605	Wammer	Aru-Inseln	dunkel	dark	gelap	démur	démur	
605	Wonumbai	Aru-Inseln	dunkel	dark	gelap	hadjemmir	hadjemmir	
605	Trangan	Aru-Inseln	dunkel	dark	gelap	démur	démur	
605	Watubella	Südofter-Inseln	dunkel	dark	gelap	dodonggaran	dodonggaran	
605	Goram	Südofter-Inseln	dunkel	dark	gelap	glap	glap	
605	Karufa	Neuguinea	dunkel	dark	gelap	momat	momat	
605	Nufoor	Neuguinea	dunkel	dark	gelap	ifnŭrep	ifnŭrep	
605	Andai	Neuguinea	dunkel	dark	gelap	moor	moor	
605	Hattam	Neuguinea	dunkel	dark	gelap	ngemuna	ngemuna	
605	Malaienländer	Sumātra	gut	good	bagus	baik	baik	
605	Nias	Inselgruppen weftlich von Sumātra	gut	good	bagus	sochi	sochi	
605	Gorontalo	Selēbes	gut	good	bagus	mopiohu	mopiohu	
605	Kei-Inseln	Südofter-Inseln	gut	good	bagus	buk	buk	
605	Nufoor	Neuguinea	gut	good	bagus	biebe	biebe	
605	Andai	Neuguinea	gut	good	bagus	barbor	barbor	
605	Hattam	Neuguinea	gut	good	bagus	bainja	bainja	
605	Malaienländer	Sumātra	hell	light	cahaya	trang	trang	
605	Singkel	Sumātra	hell	light	cahaya	tarong	tarong	
605	Banjak-Inseln	Inselgruppen weftlich von Sumātra	hell	light	cahaya	madem	madem	
605	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	hell	light	cahaya	mopato	mopato	
605	Nias	Inselgruppen weftlich von Sumātra	hell	light	cahaya	mochaga	mochaga	
605	Gorontalo	Selēbes	hell	light	cahaya	mobawango	mobawango	
605	Wammer	Aru-Inseln	hell	light	cahaya	rarie	rarie	
605	Wonumbai	Aru-Inseln	hell	light	cahaya	reirarei	reirarei	
605	Trangan	Aru-Inseln	hell	light	cahaya	rarie	rarie	
605	Kei-Inseln	Südofter-Inseln	hell	light	cahaya	waléan	waléan	
605	Watubella	Südofter-Inseln	hell	light	cahaya	massir	massir	
605	Goram	Südofter-Inseln	hell	light	cahaya	massir	massir	
605	Karufa	Neuguinea	hell	light	cahaya	niriawa	niriawa	
605	Nufoor	Neuguinea	hell	light	cahaya	mambri	mambri	
605	Andai	Neuguinea	hell	light	cahaya	kassingbaar	kassingbaar	
605	Hattam	Neuguinea	hell	light	cahaya	ninggaadbir	ninggaadbir	
605	Malaienländer	Sumātra	kurz	short	pendek	pendèk	pendèk	
605	Singkel	Sumātra	kurz	short	pendek	troh	troh	
605	Banjak-Inseln	Inselgruppen weftlich von Sumātra	kurz	short	pendek	wida	wida	
605	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	kurz	short	pendek	tete	tete	
605	Nias	Inselgruppen weftlich von Sumātra	kurz	short	pendek	atogo-dohgo	atogo-dohgo	
605	Gorontalo	Selēbes	kurz	short	pendek	limbu-limbu	limbu-limbu	
605	Kei-Inseln	Südofter-Inseln	kurz	short	pendek	but	but	
605	Karufa	Neuguinea	kurz	short	pendek	tomba	tomba	
605	Nufoor	Neuguinea	kurz	short	pendek	kwamba	kwamba	
605	Andai	Neuguinea	kurz	short	pendek	uwaaibaar	uwaaibaar	
605	Hattam	Neuguinea	kurz	short	pendek	djaibi	djaibi	
605	Malaienländer	Sumātra	lang	long	panjang	pandjang	pandjang	
605	Singkel	Sumātra	lang	long	panjang	pandjang	pandjang	
605	Banjak-Inseln	Inselgruppen weftlich von Sumātra	lang	long	panjang	atarre	atarre	
605	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	lang	long	panjang	narda	narda	
605	Nias	Inselgruppen weftlich von Sumātra	lang	long	panjang	enau	enau	
605	Gorontalo	Selēbes	lang	long	panjang	haja-haja	haja-haja	
605	Kei-Inseln	Südofter-Inseln	lang	long	panjang	bloat	bloat	
605	Karufa	Neuguinea	lang	long	panjang	marawar	marawar	
605	Nufoor	Neuguinea	lang	long	panjang	kwaim	kwaim	
605	Andai	Neuguinea	lang	long	panjang	uwaai	uwaai	
605	Hattam	Neuguinea	lang	long	panjang	djainjia	djainjia	
605	Malaienländer	Sumātra	schlecht	bad	buruk	bussuk	bussuk	
605	Nias	Inselgruppen weftlich von Sumātra	schlecht	bad	buruk	lo-sochi	lo-sochi	
605	Gorontalo	Selēbes	schlecht	bad	buruk	mohlehto	mohlehto	
605	Kei-Inseln	Südofter-Inseln	schlecht	bad	buruk	babur	babur	
605	Nufoor	Neuguinea	schlecht	bad	buruk	speer	speer	
605	Andai	Neuguinea	schlecht	bad	buruk	speerbaar	speerbaar	
605	Hattam	Neuguinea	schlecht	bad	buruk	bailis	bailis	
606	Malaienländer	Sumātra	alt	old	tua	tua	tua	
606	Nias	Inselgruppen weftlich von Sumātra	alt	old	tua	tatu-niha	tatu-niha	
606	Engano	Inselgruppen weftlich von Sumātra	alt	old	tua	napua	napua	
606	Gorontalo	Selēbes	alt	old	tua	tapanggola	tapanggola	
606	Kei-Inseln	Südofter-Inseln	alt	old	tua	ebtuan	ebtuan	
606	Karufa	Neuguinea	alt	old	tua	tuaring	tuaring	
606	Nufoor	Neuguinea	alt	old	tua	bikwaar	bikwaar	
606	Andai	Neuguinea	alt	old	tua	kangjai	kangjai	
606	Hattam	Neuguinea	alt	old	tua	dijema	dijema	
606	Malaienländer	Sumātra	jung	young	muda	mudah	mudah	
606	Nias	Inselgruppen weftlich von Sumātra	jung	young	muda	aboiju	aboiju	
606	Engano	Inselgruppen weftlich von Sumātra	jung	young	muda	kahpa	kahpa	
606	Gorontalo	Selēbes	jung	young	muda	bafulotau	bafulotau	
606	Kei-Inseln	Südofter-Inseln	jung	young	muda	wuka	wuka	
606	Karufa	Neuguinea	jung	young	muda	kulah	kulah	
606	Nufoor	Neuguinea	jung	young	muda	mguba	mguba	
606	Andai	Neuguinea	jung	young	muda	demaudbaar	demaudbaar	
606	Hattam	Neuguinea	jung	young	muda	nekingejonga	nekingejonga	
606	Malaienländer	Sumātra	lebend	alive	hidup	hidop	hidop	
606	Singkel	Sumātra	lebend	alive	hidup	ngelu	ngelu	
606	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	lebend	alive	hidup	baramata	baramata	
606	Nias	Inselgruppen weftlich von Sumātra	lebend	alive	hidup	auri	auri	
606	Engano	Inselgruppen weftlich von Sumātra	lebend	alive	hidup	kodo	kodo	
606	Gorontalo	Selēbes	lebend	alive	hidup	tumu	tumu	
606	Nufoor	Neuguinea	lebend	alive	hidup	kenèm	kenèm	
606	Andai	Neuguinea	lebend	alive	hidup	dan	dan	
606	Hattam	Neuguinea	lebend	alive	hidup	nengdaga	nengdaga	
606	Malaienländer	Sumātra	leicht	light	ringan	haringan	haringan	
606	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	leicht	light	ringan	menangka	menangka	
606	Nias	Inselgruppen weftlich von Sumātra	leicht	light	ringan	auha	auha	
606	Engano	Inselgruppen weftlich von Sumātra	leicht	light	ringan	karahaai	karahaai	
606	Gorontalo	Selēbes	leicht	light	ringan	mohelo	mohelo	
606	Wammer	Aru-Inseln	leicht	light	ringan	maranie	maranie	
606	Wonumbai	Aru-Inseln	leicht	light	ringan	maranie	maranie	
606	Trangan	Aru-Inseln	leicht	light	ringan	maranie	maranie	
606	Watubella	Südofter-Inseln	leicht	light	ringan	sedidei	sedidei	
606	Goram	Südofter-Inseln	leicht	light	ringan	essiban	essiban	
606	Nufoor	Neuguinea	leicht	light	ringan	mianaijen	mianaijen	
606	Andai	Neuguinea	leicht	light	ringan	piabaar	piabaar	
606	Hattam	Neuguinea	leicht	light	ringan	mengumbii	mengumbii	
606	Malaienländer	Sumātra	schwer	heavy	berat	brat	brat	
606	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	schwer	heavy	berat	mesanne	mesanne	
606	Nias	Inselgruppen weftlich von Sumātra	schwer	heavy	berat	abua	abua	
606	Engano	Inselgruppen weftlich von Sumātra	schwer	heavy	berat	nua	nua	
606	Gorontalo	Selēbes	schwer	heavy	berat	mobubuheto	mobubuheto	
606	Wammer	Aru-Inseln	schwer	heavy	berat	diën	diën	
606	Wonumbai	Aru-Inseln	schwer	heavy	berat	diën	diën	
606	Trangan	Aru-Inseln	schwer	heavy	berat	diehn	diehn	
606	Watubella	Südofter-Inseln	schwer	heavy	berat	illeman	illeman	
606	Goram	Südofter-Inseln	schwer	heavy	berat	melleman	melleman	
606	Nufoor	Neuguinea	schwer	heavy	berat	merbak	merbak	
606	Andai	Neuguinea	schwer	heavy	berat	boon	boon	
606	Hattam	Neuguinea	schwer	heavy	berat	behuna	behuna	
606	Malaienländer	Sumātra	todt	dead	mati	matie	matie	
606	Singkel	Sumātra	todt	dead	mati	matie	matie	
606	Banjak-Inseln	Inselgruppen weftlich von Sumātra	todt	dead	mati	matie	matie	
606	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	todt	dead	mati	matean	matean	
606	Nias	Inselgruppen weftlich von Sumātra	todt	dead	mati	maté	maté	
606	Engano	Inselgruppen weftlich von Sumātra	todt	dead	mati	kaä	kaä	
606	Gorontalo	Selēbes	todt	dead	mati	mate	mate	
606	Kei-Inseln	Südofter-Inseln	todt	dead	mati	mati	mati	
606	Karufa	Neuguinea	todt	dead	mati	namata	namata	
606	Nufoor	Neuguinea	todt	dead	mati	maar	maar	
606	Andai	Neuguinea	todt	dead	mati	maar	maar	
606	Hattam	Neuguinea	todt	dead	mati	maja	maja	
606	Humboldtbai	Neuguinea	todt	dead	mati	mabu	mabu	
607	Malaienländer	Sumātra	bitter	bitter	pahit	pahit	pahit	
607	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	bitter	bitter	pahit	mohpognie	mohpognie	
607	Nias	Inselgruppen weftlich von Sumātra	bitter	bitter	pahit	afèto	afèto	
607	Engano	Inselgruppen weftlich von Sumātra	bitter	bitter	pahit	kiohameh	kiohameh	
607	Gorontalo	Selēbes	bitter	bitter	pahit	paätta	paätta	
607	Kei-Inseln	Südofter-Inseln	bitter	bitter	pahit	masie	masie	
607	Nufoor	Neuguinea	bitter	bitter	pahit	sparmar	sparmar	
607	Andai	Neuguinea	bitter	bitter	pahit	waujbaar	waujbaar	
607	Hattam	Neuguinea	bitter	bitter	pahit	epaua	epaua	
607	Malaienländer	Sumātra	bringen	bring	membawa	bawa	bahwa	bawa
607	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	bringen	bring	membawa	ake	ake	
607	Nias	Inselgruppen weftlich von Sumātra	bringen	bring	membawa	ohé	ohé	
607	Gorontalo	Selēbes	bringen	bring	membawa	modehlo	modehlo	
607	Wammer	Aru-Inseln	bringen	bring	membawa	dafo	dafo	
607	Wonumbai	Aru-Inseln	bringen	bring	membawa	daffo	daffo	
607	Trangan	Aru-Inseln	bringen	bring	membawa	mfo	mfo	
607	Kei-Inseln	Südofter-Inseln	bringen	bring	membawa	tahad	tahad	
607	Goram	Südofter-Inseln	bringen	bring	membawa	dohdie	dohdie	
607	Malaienländer	Sumātra	finden	find	menemukan	dapat	dahpat	dapat
607	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	finden	find	menemukan	limongenotu	limongenotu	
607	Nias	Inselgruppen weftlich von Sumātra	finden	find	menemukan	nosienda	nosienda	
607	Wammer	Aru-Inseln	finden	find	menemukan	daga	daga	
607	Wonumbai	Aru-Inseln	finden	find	menemukan	daga	daga	
607	Trangan	Aru-Inseln	finden	find	menemukan	daua	daua	
607	Goram	Südofter-Inseln	finden	find	menemukan	terori	terori	
607	Malaienländer	Sumātra	laufen	run	menjalankan	lahri	lahri	
607	Singkel	Sumātra	laufen	run	menjalankan	sdun	sdun	
607	Banjak-Inseln	Inselgruppen weftlich von Sumātra	laufen	run	menjalankan	awula	awula	
607	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	laufen	run	menjalankan	nungan	nungan	
607	Nias	Inselgruppen weftlich von Sumātra	laufen	run	menjalankan	ahgoi	ahgoi	
607	Engano	Inselgruppen weftlich von Sumātra	laufen	run	menjalankan	kah	kah	
607	Wammer	Aru-Inseln	laufen	run	menjalankan	defarafa	defarafa	
607	Wonumbai	Aru-Inseln	laufen	run	menjalankan	djala	djala	
607	Trangan	Aru-Inseln	laufen	run	menjalankan	fopafa	fopafa	
607	Watubella	Südofter-Inseln	laufen	run	menjalankan	dafelāru	dafelāru	
607	Goram	Südofter-Inseln	laufen	run	menjalankan	tahatāru	tahatāru	
607	Nufoor	Neuguinea	laufen	run	menjalankan	fraar	fraar	
607	Andai	Neuguinea	laufen	run	menjalankan	biaar	biaar	
607	Hattam	Neuguinea	laufen	run	menjalankan	iboda	iboda	
607	Malaienländer	Sumātra	machen	make	membuat	bekin	bekin	
607	Singkel	Sumātra	machen	make	membuat	baping	baping	
607	Banjak-Inseln	Inselgruppen weftlich von Sumātra	machen	make	membuat	gira-gira	gira-gira	
607	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	machen	make	membuat	galei	galei	
607	Nias	Inselgruppen weftlich von Sumātra	machen	make	membuat	fadjogi	fadjogi	
607	Engano	Inselgruppen weftlich von Sumātra	machen	make	membuat	pafriu	pafriu	
607	Gorontalo	Selēbes	machen	make	membuat	mohuttu	mohuttu	
607	Wammer	Aru-Inseln	machen	make	membuat	dadollar	dadollar	
607	Wonumbai	Aru-Inseln	machen	make	membuat	kudongar	kudongar	
607	Trangan	Aru-Inseln	machen	make	membuat	tonger	tonger	
607	Kei-Inseln	Südofter-Inseln	machen	make	membuat	ud	ud	
607	Goram	Südofter-Inseln	machen	make	membuat	towei	towei	
607	Nufoor	Neuguinea	machen	make	membuat	pafruër	pafruër	
607	Malaienländer	Sumātra	süss	sweet	manis	manis	manis	
607	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	süss	sweet	manis	mukeikei	mukeikei	
607	Nias	Inselgruppen weftlich von Sumātra	süss	sweet	manis	ami	ami	
607	Engano	Inselgruppen weftlich von Sumātra	süss	sweet	manis	moneh-moneh	moneh-moneh	
607	Gorontalo	Selēbes	süss	sweet	manis	molingo	molingo	
607	Kei-Inseln	Südofter-Inseln	süss	sweet	manis	baslowir	baslowir	
607	Nufoor	Neuguinea	süss	sweet	manis	preh	preh	
607	Andai	Neuguinea	süss	sweet	manis	keïm	keïm	
607	Hattam	Neuguinea	süss	sweet	manis	dibijema	dibijema	
608	Malaienländer	Sumātra	gehen	walk	berjalan	berdjalan	berdjallan	berdjalan
608	Singkel	Sumātra	gehen	walk	berjalan	midalan	midallan	midalan
608	Banjak-Inseln	Inselgruppen weftlich von Sumātra	gehen	walk	berjalan	lumalao	lumalao	
608	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	gehen	walk	berjalan	bedutui	bedutui	
608	Nias	Inselgruppen weftlich von Sumātra	gehen	walk	berjalan	fahnno	fahnno	
608	Engano	Inselgruppen weftlich von Sumātra	gehen	walk	berjalan	edi-edi	edi-edi	
608	Gorontalo	Selēbes	gehen	walk	berjalan	molalar	molalar	
608	Wammer	Aru-Inseln	gehen	walk	berjalan	tabanan	tabanan	
608	Wonumbai	Aru-Inseln	gehen	walk	berjalan	kubana	kubana	
608	Trangan	Aru-Inseln	gehen	walk	berjalan	kubana	kubana	
608	Koor	Südofter-Inseln	gehen	walk	berjalan	tageb	tageb	
608	Tijoor	Südofter-Inseln	gehen	walk	berjalan	tagie	tagie	
608	Kei-Inseln	Südofter-Inseln	gehen	walk	berjalan	atbah	atbah	
608	Watubella	Südofter-Inseln	gehen	walk	berjalan	dafanna	dafanna	
608	Goram	Südofter-Inseln	gehen	walk	berjalan	tatagi	tatagi	
608	Karufa	Neuguinea	gehen	walk	berjalan	teitangki	teitangki	
608	Nufoor	Neuguinea	gehen	walk	berjalan	nebraan	nebraan	
608	Andai	Neuguinea	gehen	walk	berjalan	kaar	kaar	
608	Hattam	Neuguinea	gehen	walk	berjalan	naauwaan	naauwaan	
608	Malaienländer	Sumātra	schlafen	sleep	tidur	tidor	tidohr	tidor
608	Banjak-Inseln	Inselgruppen weftlich von Sumātra	schlafen	sleep	tidur	niorla	niorla	
608	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	schlafen	sleep	tidur	mereb	mereb	
608	Nias	Inselgruppen weftlich von Sumātra	schlafen	sleep	tidur	morro	morro	
608	Engano	Inselgruppen weftlich von Sumātra	schlafen	sleep	tidur	panuko	panuko	
608	Gorontalo	Selēbes	schlafen	sleep	tidur	modoluhu	modoluhu	
608	Togean-Inseln	Selēbes	schlafen	sleep	tidur	porre	porre	
608	Wammer	Aru-Inseln	schlafen	sleep	tidur	dehnie	dehnie	
608	Wonumbai	Aru-Inseln	schlafen	sleep	tidur	konie	konie	
608	Trangan	Aru-Inseln	schlafen	sleep	tidur	monin	monin	
608	Koor	Südofter-Inseln	schlafen	sleep	tidur	toba	toba	
608	Tijoor	Südofter-Inseln	schlafen	sleep	tidur	gehit	gehit	
608	Kei-Inseln	Südofter-Inseln	schlafen	sleep	tidur	entub	entub	
608	Watubella	Südofter-Inseln	schlafen	sleep	tidur	dunēf	dunēf	
608	Goram	Südofter-Inseln	schlafen	sleep	tidur	teihi	teihi	
608	Karufa	Neuguinea	schlafen	sleep	tidur	dedumdumba	dedumdumba	
608	Nufoor	Neuguinea	schlafen	sleep	tidur	enèf	enèf	
608	Andai	Neuguinea	schlafen	sleep	tidur	komaboon	komaboon	
608	Hattam	Neuguinea	schlafen	sleep	tidur	njemana	njemana	
608	Humboldtbai	Neuguinea	schlafen	sleep	tidur	anu	anu	
608	Malaienländer	Sumātra	sehen	see	melihat	lihat	lihat	
608	Singkel	Sumātra	sehen	see	melihat	tengen	tengen	
608	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	sehen	see	melihat	djo	djo	
608	Nias	Inselgruppen weftlich von Sumātra	sehen	see	melihat	feigi	feigi	
608	Engano	Inselgruppen weftlich von Sumātra	sehen	see	melihat	pipinai	pipinai	
608	Gorontalo	Selēbes	sehen	see	melihat	moohnto	moohnto	
608	Wammer	Aru-Inseln	sehen	see	melihat	dasei	dasei	
608	Wonumbai	Aru-Inseln	sehen	see	melihat	deüssi	deüssi	
608	Trangan	Aru-Inseln	sehen	see	melihat	dèssé	dèssé	
608	Tijoor	Südofter-Inseln	sehen	see	melihat	takon	takon	
